subject,cnr,efc
sub-001,2.227519426040305,0.5495195585052213
sub-002,2.4466795264897963,0.5385046733985652
sub-003,2.3752548416264267,0.5892655560452554
sub-004,1.2926607378059363,0.6079685049100088
sub-005,3.109624965276396,0.5170525624243015
sub-006,1.9331415442734843,0.5579671815590811
sub-007,2.7263233353281504,0.5456213857921633
sub-008,2.1844530170969216,0.5628600518595545
sub-009,2.5311422750957755,0.5165974303416581
sub-010,3.1255872161625504,0.5398320738837582
sub-011,2.977156337538405,0.5293353459559981
sub-012,2.478988927340233,0.5376435437051929
sub-013,3.2078390731036297,0.5596465371170811
sub-014,1.6000566843688153,0.5719312401746964
sub-015,3.313844939097294,0.48031122509796825
sub-016,2.499661537611924,0.5786065001578182
sub-017,2.170639209371112,0.5324425565241165
sub-018,3.0569931115945024,0.5406711354373948
sub-019,2.589871574168623,0.5263052241016298
sub-020,2.3605541657681846,0.5355107072274196
sub-022,2.250704295963865,0.542092401401845
sub-023,2.5099097584970815,0.5029176301960702
sub-024,2.652423375375686,0.5137977454311523
sub-025,2.506939223438057,0.559392605241922
sub-026,2.031543234870141,0.5604344592731688
sub-027,2.850890091307912,0.548309052590976
sub-028,2.961867590900197,0.5626212214607629
sub-029,3.1439672917072365,0.5346198885201496
sub-030,2.7195797558929806,0.5733687429825889
sub-031,2.566878563411484,0.5347288622701402
sub-032,1.5356474035976837,0.5896075924949934
sub-033,2.3442296352221708,0.5427308496202408
sub-034,1.7647982178580006,0.5518733385523904
sub-035,3.13038885564918,0.5490643224025116
sub-036,3.4249197945447554,0.5388850793245057
sub-037,1.5480719461963566,0.5443517714540974
sub-038,2.843098985751675,0.5313414153648278
sub-039,1.7287124097437014,0.5390938588317443
sub-040,2.366664402147958,0.5307244217865452
sub-041,2.3944590491761093,0.5756635029992668
sub-043,2.818841704155608,0.5136774346565435
sub-044,2.4820656474219933,0.5824149426574355
sub-045,3.038204448262779,0.5440766946091272
sub-046,1.992837136798164,0.580868526403005
sub-047,2.183142438163893,0.5619753469813211
sub-048,1.665891599501341,0.5388253236473981
sub-049,2.783592577767924,0.5692141260789222
sub-050,2.2862701504719842,0.5821676365776394
sub-051,2.8345155459272227,0.5968168061652498
sub-052,2.948521182311147,0.5646555873815748
sub-053,2.0693452229937552,0.5553824669592182
sub-054,3.0475642633566142,0.5525911868351473
sub-055,2.8020511653198272,0.5437682395552943
sub-056,2.742203702994394,0.5550042422163168
sub-057,3.3151313210724265,0.5297045169536329
sub-058,2.635985148868138,0.5344185566665542
sub-059,2.731452383529641,0.565973321183868
sub-060,3.1875497250558182,0.4977656177865799
sub-061,1.980721672927307,0.5912101715062629
sub-062,3.361823758863668,0.5383868884518779
sub-064,2.6836605819091144,0.5319404551826475
sub-065,2.7040688840760523,0.5837866718113608
sub-066,3.315928373796181,0.5589925962672355
sub-067,2.259454295315559,0.5517555138849687
sub-068,3.219274719444112,0.5385517828063129
sub-069,2.9333263853847407,0.5612304002145632
sub-070,2.6951047999817996,0.603001660236235
sub-071,2.867485992433919,0.5522967019605893
sub-072,2.8414715443857608,0.5324830701097312
sub-073,3.151357695532623,0.5113090645736713
sub-074,3.013879848339361,0.5689899913149792
sub-075,2.525182670281813,0.5773878077736642
sub-076,1.3449363280554687,0.5682191562591009
sub-077,2.7666424533570297,0.5522366462331161
sub-078,2.8043262263211717,0.5480581845256138
sub-079,2.5166766157015044,0.5605465779259458
sub-080,2.737383064415671,0.5889434372783691
sub-081,2.6716348067133726,0.5572379992241446
sub-082,3.02010107839934,0.5565007737096137
sub-083,3.756425187274131,0.5328764764927646
sub-085,3.146050070259263,0.5641847898948128
sub-086,2.7886833664667816,0.5896279593127428
sub-087,3.834933293328729,0.5365990547756055
sub-088,2.6088539866105878,0.5841397898689196
sub-089,3.0742570909942297,0.5534068740397856
sub-090,3.4137417371061733,0.5575551470235864
sub-091,3.2444861802426694,0.5398616412889573
sub-092,3.203015202811086,0.528504019746802
sub-093,3.649226001204763,0.5378194024421107
sub-094,3.263944390542553,0.5152954920220861
sub-095,2.102147728552108,0.5441505116959966
sub-096,2.6475396571359133,0.5206069645778496
sub-097,2.125214783456044,0.5556575002037085
sub-098,2.196626722070884,0.5476467306099974
sub-099,2.333730521495545,0.5480709768985143
sub-100,2.7325580116842065,0.5801007112176728
sub-101,2.2238969641812214,0.5628930599970687
sub-102,2.4564981076622416,0.5618705039568671
sub-103,2.458143897877686,0.5366268161217141
sub-104,1.3857640758006047,0.5920068307877201
sub-021,3.3209545886226484,0.5195115295197599
sub-042,1.8541203399565342,0.5731164734343002
sub-063,1.9857783775159383,0.5622124158984246
sub-084,2.635381483632838,0.5704027196482016
sub-105,3.179989172638011,0.5487782382922556
sub-126,3.2709466035720833,0.5355856418914434
sub-106,2.3920735906923873,0.5642083461636065
sub-107,2.732653945100426,0.5616477114917023
sub-108,1.7310269049946998,0.5542014116410421
sub-109,1.5876571178984265,0.5764407196610016
sub-110,1.8679700364400074,0.5636897704361196
sub-111,2.3105282614239138,0.5764660973727441
sub-112,1.8624972331900782,0.5462171364266211
sub-113,2.608017406536041,0.5372178190140632
sub-114,2.6636004973138743,0.5297813616906905
sub-115,2.3256217270956254,0.5367291286963654
sub-116,2.7661346552543877,0.5303615294376012
sub-117,2.007797913218276,0.5850247649150128
sub-118,2.6396683633968343,0.569495452697606
sub-119,2.677008407550554,0.528301515851402
sub-120,1.6547553655635328,0.5758112077736064
sub-121,2.94930277148342,0.5404420418994553
sub-122,2.740165276606309,0.5670412557558249
sub-123,2.202021376446835,0.5686458771017727
sub-124,2.9672631555349605,0.5552586431128502
sub-125,1.5613500387560504,0.6036716325618966
sub-127,3.4236374279764545,0.5104088813211
sub-128,2.351612125876202,0.5675725341330414
sub-129,3.3511757973523593,0.4974462717771359
sub-130,2.103598748529717,0.5560958504955389
sub-131,2.764117574867777,0.5575661395061505
sub-132,1.968784753358878,0.5940152900425283
sub-133,2.531105947566527,0.5505526314242113
sub-134,2.14802395666023,0.5767177005669439
sub-135,2.3762961119206185,0.5726777287837975
sub-136,2.9362850404115313,0.5530049620680736
sub-137,2.5319672577320262,0.5413789070771032
sub-138,2.8201090999557366,0.5319964479671003
sub-139,2.1645710726389287,0.5309762287266779
sub-140,2.9084468739080185,0.542655695805022
sub-141,2.753778298314189,0.562749077058246
sub-142,2.1152500342387883,0.543973574098658
sub-143,2.977510874135955,0.5505347189004561
sub-144,2.326351698213003,0.5653726581623525
sub-145,2.6351294644970613,0.5441395372874588
sub-146,2.8529522534880547,0.520242186777531
sub-147,3.394024382410649,0.5372144786475059
sub-148,2.5447189631959835,0.5851437945928285
sub-149,1.5411060649627746,0.543637392870381
sub-150,3.214295453589393,0.515560493028931
sub-151,2.8676564377253073,0.5563400094771962
sub-152,3.1945281602435216,0.5890761042809417
sub-153,3.4017986484207667,0.5397323684120221
sub-154,2.1566227687078703,0.5875917008684555
sub-155,2.558690564018041,0.5447563970045809
sub-156,3.0935058647819704,0.5618873613848104
sub-157,2.8528414148748826,0.5866778188475935
sub-158,3.1243975390547694,0.525227702442734
